[INFO] (00:00:0054): compiling base_vs.hlsl, type: vs
[INFO] (00:01:0336): compiling base_ps.hlsl, type: ps
[INFO] (00:01:0371): compiling sculpt_cs.hlsl, type: cs
[INFO] (00:01:0406): compiling gen_brush_cs.hlsl, type: cs
[INFO] (00:01:0422): compiling empty_texture_cs.hlsl, type: cs
[INFO] (00:01:0552): GPU TIMER [Sculpt] time passed: 1.315ms
[INFO] (00:15:0579): compiling base_ps.hlsl, type: ps
[INFO] (00:15:0608): re-compiled shader base_ps.hlsl successfully
[INFO] (00:15:0616): compiling base_ps.hlsl, type: ps
[INFO] (00:15:0639): re-compiled shader base_ps.hlsl successfully
[INFO] (00:28:0011): compiling base_ps.hlsl, type: ps
[INFO] (00:28:0032): re-compiled shader base_ps.hlsl successfully
[INFO] (00:34:0707): compiling base_ps.hlsl, type: ps
[INFO] (00:34:0735): re-compiled shader base_ps.hlsl successfully
[INFO] (00:34:0740): compiling base_ps.hlsl, type: ps
[INFO] (00:34:0765): re-compiled shader base_ps.hlsl successfully
