[INFO] (00:00:0006): compiling base_vs.hlsl, type: vs
[INFO] (00:00:0107): compiling base_ps.hlsl, type: ps
[INFO] (00:00:0199): compiling brush_grid.hlsl, type: cs
[INFO] (00:29:0223): compiling base_ps.hlsl, type: ps
[INFO] (00:29:0253): re-compiled shader base_ps.hlsl successfully
[INFO] (00:42:0871): compiling base_ps.hlsl, type: ps
[INFO] (00:42:0905): re-compiled shader base_ps.hlsl successfully
[INFO] (01:35:0686): compiling base_ps.hlsl, type: ps
[INFO] (01:35:0721): re-compiled shader base_ps.hlsl successfully
[INFO] (02:03:0849): compiling base_ps.hlsl, type: ps
[INFO] (02:03:0888): re-compiled shader base_ps.hlsl successfully
[INFO] (04:42:0505): compiling brush_grid.hlsl, type: cs
[INFO] (04:42:0516): re-compiled shader brush_grid.hlsl successfully
[INFO] (04:42:0517): [compute shader] time passed: 24.000000us
[INFO] (06:32:0804): compiling base_ps.hlsl, type: ps
[INFO] (06:32:0842): re-compiled shader base_ps.hlsl successfully
[INFO] (06:42:0007): compiling base_ps.hlsl, type: ps
[INFO] (06:42:0049): re-compiled shader base_ps.hlsl successfully
[INFO] (07:04:0721): compiling base_ps.hlsl, type: ps
[INFO] (07:04:0733): re-compiled shader base_ps.hlsl successfully
[INFO] (07:12:0217): compiling base_ps.hlsl, type: ps
[INFO] (07:12:0247): re-compiled shader base_ps.hlsl successfully
[INFO] (07:18:0318): compiling base_ps.hlsl, type: ps
[INFO] (07:18:0345): re-compiled shader base_ps.hlsl successfully
[INFO] (07:24:0966): saved screenshot as screenshots/screenshot_012.png
[INFO] (07:56:0757): saved screenshot as screenshots/screenshot_013.png
