[INFO] (00:00:0010): compiling base_vs.hlsl, type: vs
[INFO] (00:00:0171): compiling base_ps.hlsl, type: ps
[INFO] (00:00:0213): compiling brush_grid.hlsl, type: cs
[INFO] (00:00:0226): compiling add_brush.hlsl, type: cs
[INFO] (00:04:0792): compiling base_ps.hlsl, type: ps
[INFO] (00:04:0821): re-compiled shader base_ps.hlsl successfully
[INFO] (00:06:0792): compiling base_ps.hlsl, type: ps
[INFO] (00:06:0831): re-compiled shader base_ps.hlsl successfully
[INFO] (00:23:0241): compiling base_ps.hlsl, type: ps
[INFO] (00:23:0271): re-compiled shader base_ps.hlsl successfully
[INFO] (00:35:0792): compiling base_ps.hlsl, type: ps
[ERROR](00:35:0795): couldn't compile shader base_ps.hlsl
[ERROR](00:35:0796): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x000001E91A9285F0(88,11-18): error X3004: undeclared identifier 'material'

[INFO] (00:47:0392): compiling base_ps.hlsl, type: ps
[INFO] (00:47:0419): re-compiled shader base_ps.hlsl successfully
[INFO] (00:55:0392): compiling base_ps.hlsl, type: ps
[INFO] (00:55:0418): re-compiled shader base_ps.hlsl successfully
[INFO] (01:12:0759): compiling base_ps.hlsl, type: ps
[INFO] (01:12:0787): re-compiled shader base_ps.hlsl successfully
[INFO] (01:23:0576): compiling base_ps.hlsl, type: ps
[INFO] (01:23:0599): re-compiled shader base_ps.hlsl successfully
[INFO] (01:43:0560): compiling base_ps.hlsl, type: ps
[INFO] (01:43:0592): re-compiled shader base_ps.hlsl successfully
[INFO] (01:45:0546): compiling base_ps.hlsl, type: ps
[INFO] (01:45:0570): re-compiled shader base_ps.hlsl successfully
[INFO] (01:50:0642): compiling base_ps.hlsl, type: ps
[INFO] (01:50:0673): re-compiled shader base_ps.hlsl successfully
[INFO] (01:54:0610): compiling base_ps.hlsl, type: ps
[INFO] (01:54:0642): re-compiled shader base_ps.hlsl successfully
[INFO] (01:59:0976): compiling base_ps.hlsl, type: ps
[INFO] (01:59:0998): re-compiled shader base_ps.hlsl successfully
[INFO] (02:07:0093): compiling base_ps.hlsl, type: ps
[INFO] (02:07:0122): re-compiled shader base_ps.hlsl successfully
[INFO] (02:10:0793): compiling base_ps.hlsl, type: ps
[INFO] (02:10:0827): re-compiled shader base_ps.hlsl successfully
[INFO] (02:13:0443): compiling base_ps.hlsl, type: ps
[INFO] (02:13:0466): re-compiled shader base_ps.hlsl successfully
[INFO] (02:17:0559): compiling base_ps.hlsl, type: ps
[INFO] (02:17:0588): re-compiled shader base_ps.hlsl successfully
[INFO] (02:24:0260): compiling base_ps.hlsl, type: ps
[INFO] (02:24:0286): re-compiled shader base_ps.hlsl successfully
[INFO] (02:36:0060): compiling base_ps.hlsl, type: ps
[INFO] (02:36:0089): re-compiled shader base_ps.hlsl successfully
[INFO] (02:43:0094): compiling base_ps.hlsl, type: ps
[INFO] (02:43:0117): re-compiled shader base_ps.hlsl successfully
[INFO] (02:49:0043): compiling base_ps.hlsl, type: ps
[INFO] (02:49:0070): re-compiled shader base_ps.hlsl successfully
[INFO] (02:51:0427): compiling base_ps.hlsl, type: ps
[INFO] (02:51:0450): re-compiled shader base_ps.hlsl successfully
[INFO] (03:03:0345): compiling base_ps.hlsl, type: ps
[INFO] (03:03:0377): re-compiled shader base_ps.hlsl successfully
[INFO] (03:55:0244): compiling base_ps.hlsl, type: ps
[INFO] (03:55:0268): re-compiled shader base_ps.hlsl successfully
[INFO] (04:02:0428): compiling base_ps.hlsl, type: ps
[INFO] (04:02:0456): re-compiled shader base_ps.hlsl successfully
[INFO] (04:11:0694): compiling base_ps.hlsl, type: ps
[INFO] (04:11:0722): re-compiled shader base_ps.hlsl successfully
[INFO] (04:17:0545): compiling base_ps.hlsl, type: ps
[INFO] (04:17:0572): re-compiled shader base_ps.hlsl successfully
[INFO] (04:22:0728): compiling base_ps.hlsl, type: ps
[INFO] (04:22:0750): re-compiled shader base_ps.hlsl successfully
[INFO] (04:30:0178): compiling base_ps.hlsl, type: ps
[INFO] (04:30:0203): re-compiled shader base_ps.hlsl successfully
[INFO] (04:36:0728): compiling base_ps.hlsl, type: ps
[INFO] (04:36:0759): re-compiled shader base_ps.hlsl successfully
[INFO] (04:41:0062): compiling base_ps.hlsl, type: ps
[INFO] (04:41:0094): re-compiled shader base_ps.hlsl successfully
[INFO] (04
