[INFO] (00:00:0008): compiling base_vs.hlsl, type: vs
[INFO] (00:00:0151): compiling base_ps.hlsl, type: ps
[INFO] (00:00:0221): compiling brush_grid.hlsl, type: cs
[INFO] (00:00:0233): compiling add_brush.hlsl, type: cs
[INFO] (00:38:0177): compiling base_ps.hlsl, type: ps
[INFO] (00:38:0206): re-compiled shader base_ps.hlsl successfully
[INFO] (00:44:0777): compiling base_ps.hlsl, type: ps
[INFO] (00:44:0812): re-compiled shader base_ps.hlsl successfully
[INFO] (01:01:0212): compiling base_ps.hlsl, type: ps
[INFO] (01:01:0248): re-compiled shader base_ps.hlsl successfully
[INFO] (01:06:0844): compiling base_ps.hlsl, type: ps
[INFO] (01:06:0875): re-compiled shader base_ps.hlsl successfully
[INFO] (01:12:0044): compiling base_ps.hlsl, type: ps
[INFO] (01:12:0084): re-compiled shader base_ps.hlsl successfully
[INFO] (01:21:0310): compiling base_ps.hlsl, type: ps
[INFO] (01:21:0342): re-compiled shader base_ps.hlsl successfully
[INFO] (01:23:0210): compiling base_ps.hlsl, type: ps
[INFO] (01:23:0242): re-compiled shader base_ps.hlsl successfully
[INFO] (01:28:0460): compiling base_ps.hlsl, type: ps
[INFO] (01:28:0496): re-compiled shader base_ps.hlsl successfully
[INFO] (01:36:0176): compiling base_ps.hlsl, type: ps
[INFO] (01:36:0210): re-compiled shader base_ps.hlsl successfully
[INFO] (01:36:0255): compiling base_ps.hlsl, type: ps
[INFO] (01:36:0285): re-compiled shader base_ps.hlsl successfully
[INFO] (01:46:0794): compiling base_ps.hlsl, type: ps
[INFO] (01:46:0831): re-compiled shader base_ps.hlsl successfully
[INFO] (01:55:0296): compiling base_ps.hlsl, type: ps
[INFO] (01:55:0333): re-compiled shader base_ps.hlsl successfully
[INFO] (01:58:0594): compiling base_ps.hlsl, type: ps
[INFO] (01:58:0629): re-compiled shader base_ps.hlsl successfully
[INFO] (02:04:0412): compiling base_ps.hlsl, type: ps
[INFO] (02:04:0444): re-compiled shader base_ps.hlsl successfully
[INFO] (02:11:0578): compiling base_ps.hlsl, type: ps
[INFO] (02:11:0611): re-compiled shader base_ps.hlsl successfully
[INFO] (02:17:0929): compiling base_ps.hlsl, type: ps
[INFO] (02:17:0959): re-compiled shader base_ps.hlsl successfully
[INFO] (12:17:0194): saved screenshot as screenshots/screenshot_014.png
[INFO] (13:04:0334): compiling base_ps.hlsl, type: ps
[INFO] (13:04:0370): re-compiled shader base_ps.hlsl successfully
[INFO] (13:34:0017): compiling base_ps.hlsl, type: ps
[INFO] (13:34:0055): re-compiled shader base_ps.hlsl successfully
[INFO] (13:41:0166): compiling base_ps.hlsl, type: ps
[INFO] (13:41:0202): re-compiled shader base_ps.hlsl successfully
[INFO] (13:59:0000): compiling base_ps.hlsl, type: ps
[INFO] (13:59:0026): re-compiled shader base_ps.hlsl successfully
[INFO] (14:02:0768): compiling base_ps.hlsl, type: ps
[INFO] (14:02:0809): re-compiled shader base_ps.hlsl successfully
[INFO] (14:20:0900): compiling base_ps.hlsl, type: ps
[INFO] (14:20:0928): re-compiled shader base_ps.hlsl successfully
[INFO] (14:27:0801): compiling base_ps.hlsl, type: ps
[ERROR](14:27:0803): couldn't compile shader base_ps.hlsl
[ERROR](14:27:0803): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072D98280(89,11-18): error X3004: undeclared identifier 'material'

[INFO] (14:31:0317): compiling base_ps.hlsl, type: ps
[INFO] (14:31:0351): re-compiled shader base_ps.hlsl successfully
[INFO] (15:29:0369): compiling base_ps.hlsl, type: ps
[INFO] (15:29:0402): re-compiled shader base_ps.hlsl successfully
[INFO] (15:34:0968): compiling base_ps.hlsl, type: ps
[INFO] (15:35:0001): re-compiled shader base_ps.hlsl successfully
[INFO] (16:13:0535): compiling base_ps.hlsl, type: ps
[ERROR](16:13:0540): couldn't compile shader base_ps.hlsl
[ERROR](16:13:0541): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072E1A750(116,41-44): error X3004: undeclared identifier 'sint'
\\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072E1A750(116,22-45): error X3014: incorrect number of arguments to numeric-type constructor

[INFO] (16:21:0435): compiling base_ps.hlsl, type: ps
[ERROR](16:21:0437): couldn't compile shader base_ps.hlsl
[ERROR](16:21:0438): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072E1A750(115,41-44): error X3004: undeclared identifier 'sint'
\\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072E1A750(115,22-45): error X3014: incorrect number of arguments to numeric-type constructor

[INFO] (16:36:0435): compiling base_ps.hlsl, type: ps
[INFO] (16:36:0459): re-compiled shader base_ps.hlsl successfully
[INFO] (16:39:0318): compiling base_ps.hlsl, type: ps
[INFO] (16:39:0345): re-compiled shader base_ps.hlsl successfully
[INFO] (16:45:0151): compiling base_ps.hlsl, type: ps
[INFO] (16:45:0178): re-compiled shader base_ps.hlsl successfully
[INFO] (16:51:0218): compiling base_ps.hlsl, type: ps
[INFO] (16:51:0250): re-compiled shader base_ps.hlsl successfully
[INFO] (16:57:0452): compiling base_ps.hlsl, type: ps
[INFO] (16:57:0487): re-compiled shader base_ps.hlsl successfully
[INFO] (16:57:0518): compiling base_ps.hlsl, type: ps
[INFO] (16:57:0546): re-compiled shader base_ps.hlsl successfully
[INFO] (17:01:0285): compiling base_ps.hlsl, type: ps
[INFO] (17:01:0313): re-compiled shader base_ps.hlsl successfully
[INFO] (17:05:0748): saved screenshot as screenshots/screenshot_016.png
[INFO] (17:36:0785): compiling base_ps.hlsl, type: ps
[INFO] (17:36:0793): re-compiled shader base_ps.hlsl successfully
[INFO] (17:41:0985): compiling base_ps.hlsl, type: ps
[INFO] (17:41:0993): re-compiled shader base_ps.hlsl successfully
[INFO] (17:45:0952): compiling base_ps.hlsl, type: ps
[INFO] (17:45:0959): re-compiled shader base_ps.hlsl successfully
[INFO] (17:50:0518): compiling base_ps.hlsl, type: ps
[INFO] (17:50:0542): re-compiled shader base_ps.hlsl successfully
[INFO] (17:58:0971): compiling base_ps.hlsl, type: ps
[INFO] (17:58:0990): re-compiled shader base_ps.hlsl successfully
[INFO] (18:01:0320): compiling base_ps.hlsl, type: ps
[INFO] (18:01:0359): re-compiled shader base_ps.hlsl successfully
[INFO] (18:07:0202): compiling base_ps.hlsl, type: ps
[INFO] (18:07:0230): re-compiled shader base_ps.hlsl successfully
[INFO] (18:19:0769): compiling base_ps.hlsl, type: ps
[INFO] (18:19:0796): re-compiled shader base_ps.hlsl successfully
[INFO] (18:23:0569): compiling base_ps.hlsl, type: ps
[INFO] (18:23:0578): re-compiled shader base_ps.hlsl successfully
[INFO] (18:27:0319): compiling base_ps.hlsl, type: ps
[INFO] (18:27:0346): re-compiled shader base_ps.hlsl successfully
[INFO] (18:29:0502): compiling base_ps.hlsl, type: ps
[INFO] (18:29:0527): re-compiled shader base_ps.hlsl successfully
[INFO] (18:34:0802): compiling base_ps.hlsl, type: ps
[INFO] (18:34:0828): re-compiled shader base_ps.hlsl successfully
[INFO] (19:08:0319): compiling base_ps.hlsl, type: ps
[ERROR](19:08:0322): couldn't compile shader base_ps.hlsl
[ERROR](19:08:0323): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x0000027072E18D80(45,11-35): error X3018: invalid subscript 'w'

[INFO] (19:15:0352): compiling base_ps.hlsl, type: ps
[INFO] (19:15:0380): re-compiled shader base_ps.hlsl successfully
[INFO] (19:41:0487): compiling base_ps.hlsl, type: ps
[INFO] (19:41:0514): re-compiled shader base_ps.hlsl successfully
[INFO] (19:59:0054): compiling base_ps.hlsl, type: ps
[INFO] (19:59:0083): re-compiled shader base_ps.hlsl successfully
[INFO] (20:04:0703): compiling base_ps.hlsl, type: ps
[INFO] (20:04:0728): re-compiled shader base_ps.hlsl successfully
[INFO] (21:57:0263): saved screenshot as screenshots/screenshot_017.png
