[INFO] (00:00:0044): compiling base_vs.hlsl, type: vs
[INFO] (00:00:0906): compiling base_ps.hlsl, type: ps
[INFO] (00:00:0963): compiling brush_grid.hlsl, type: cs
[INFO] (00:01:0064): compiling add_brush.hlsl, type: cs
[INFO] (00:27:0900): compiling base_ps.hlsl, type: ps
[INFO] (00:27:0931): re-compiled shader base_ps.hlsl successfully
[INFO] (00:31:0650): compiling base_ps.hlsl, type: ps
[INFO] (00:31:0679): re-compiled shader base_ps.hlsl successfully
[INFO] (00:36:0183): compiling base_ps.hlsl, type: ps
[INFO] (00:36:0223): re-compiled shader base_ps.hlsl successfully
[INFO] (00:41:0220): compiling base_ps.hlsl, type: ps
[INFO] (00:41:0298): re-compiled shader base_ps.hlsl successfully
[INFO] (00:41:0330): compiling base_ps.hlsl, type: ps
[INFO] (00:41:0410): re-compiled shader base_ps.hlsl successfully
[INFO] (00:45:0050): compiling base_ps.hlsl, type: ps
[INFO] (00:45:0083): re-compiled shader base_ps.hlsl successfully
[INFO] (00:48:0366): compiling base_ps.hlsl, type: ps
[INFO] (00:48:0393): re-compiled shader base_ps.hlsl successfully
[INFO] (00:51:0247): compiling base_ps.hlsl, type: ps
[INFO] (00:51:0273): re-compiled shader base_ps.hlsl successfully
[INFO] (00:55:0714): compiling base_ps.hlsl, type: ps
[INFO] (00:55:0743): re-compiled shader base_ps.hlsl successfully
[INFO] (01:18:0217): compiling base_ps.hlsl, type: ps
[INFO] (01:18:0242): re-compiled shader base_ps.hlsl successfully
[INFO] (01:26:0919): compiling base_ps.hlsl, type: ps
[INFO] (01:26:0941): re-compiled shader base_ps.hlsl successfully
[INFO] (01:30:0349): compiling base_ps.hlsl, type: ps
[INFO] (01:30:0369): re-compiled shader base_ps.hlsl successfully
[INFO] (01:55:0546): compiling base_ps.hlsl, type: ps
[ERROR](01:55:0550): couldn't compile shader base_ps.hlsl
[ERROR](01:55:0550): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x000001D1D236B520(76,33-46): error X3014: incorrect number of arguments to numeric-type constructor

[INFO] (02:00:0435): compiling base_ps.hlsl, type: ps
[INFO] (02:00:0459): re-compiled shader base_ps.hlsl successfully
[INFO] (02:06:0248): compiling base_ps.hlsl, type: ps
[INFO] (02:06:0272): re-compiled shader base_ps.hlsl successfully
[INFO] (02:28:0515): compiling add_brush.hlsl, type: cs
[INFO] (02:28:0526): re-compiled shader add_brush.hlsl successfully
[INFO] (02:33:0227): compiling add_brush.hlsl, type: cs
[INFO] (02:33:0247): re-compiled shader add_brush.hlsl successfully
[INFO] (02:33:0258): compiling add_brush.hlsl, type: cs
[INFO] (02:33:0268): re-compiled shader add_brush.hlsl successfully
[INFO] (02:41:0545): compiling add_brush.hlsl, type: cs
[INFO] (02:41:0555): re-compiled shader add_brush.hlsl successfully
[INFO] (02:46:0348): compiling add_brush.hlsl, type: cs
[INFO] (02:46:0357): re-compiled shader add_brush.hlsl successfully
[INFO] (02:52:0091): compiling add_brush.hlsl, type: cs
[INFO] (02:52:0101): re-compiled shader add_brush.hlsl successfully
[INFO] (03:08:0797): compiling base_ps.hlsl, type: ps
[INFO] (03:08:0833): re-compiled shader base_ps.hlsl successfully
[INFO] (03:16:0850): compiling base_ps.hlsl, type: ps
[INFO] (03:16:0886): re-compiled shader base_ps.hlsl successfully
[INFO] (03:26:0400): compiling base_ps.hlsl, type: ps
[INFO] (03:26:0428): re-compiled shader base_ps.hlsl successfully
[INFO] (03:29:0551): compiling base_ps.hlsl, type: ps
[ERROR](03:29:0553): couldn't compile shader base_ps.hlsl
[ERROR](03:29:0554): \\StuHomeOdd\HomeDrive1$\1902881\cmp400_honours\Shader@0x000001D1D237FFC0(46,21): error X3000: syntax error: unexpected token ';'

[INFO] (03:33:0382): compiling base_ps.hlsl, type: ps
[INFO] (03:33:0417): re-compiled shader base_ps.hlsl successfully
[INFO] (03:35:0819): compiling base_ps.hlsl, type: ps
[INFO] (03:35:0864): re-compiled shader base_ps.hlsl successfully
[INFO] (03:39:0782): compiling base_ps.hlsl, type: ps
[INFO] (03:39:0809): re-compiled shader base_ps.hlsl successfully
[INFO] (03:42:0337): compiling base_ps.hlsl, type: ps
[INFO] (03:42:0369): re-compiled shader base_ps.hlsl successfully
[INFO] (03:47:0950): compiling base_ps.hlsl, type: ps
[INFO] (03:47:0983): re-compiled shader base_ps.hlsl successfully
[INFO] (03:51:0683): compiling base_ps.hlsl, type: ps
[INFO] (03:51:0708): re-compiled shader base_ps.hlsl successfully
[INFO] (03:54:0955): compiling base_ps.hlsl, type: ps
[INFO] (03:54:0992): re-compiled shader base_ps.hlsl successfully
[INFO] (03:58:0652): compiling base_ps.hlsl, type: ps
[INFO] (03:58:0680): re-compiled shader base_ps.hlsl successfully
[INFO] (04:00:0555): compiling base_ps.hlsl, type: ps
[INFO] (04:00:0591): re-compiled shader base_ps.hlsl successfully
[INFO] (04:00:0601): compiling base_ps.hlsl, type: ps
[INFO] (04:00:0634): re-compiled shader base_ps.hlsl successfully
[INFO] (04:03:0368): compiling base_ps.hlsl, type: ps
[INFO] (04:03:0394): re-compiled shader base_ps.hlsl successfully
[INFO] (04:05:0500): compiling base_ps.hlsl, type: ps
[INFO] (04:05:0531): re-compiled shader base_ps.hlsl successfully
